Ground Truth Program,Extracted Program,Round,# Objects,FTA Construction Time,# Enumerated Programs
"Intersection[Smile, EyesOpen]","['Intersection[Smile, Complement(GetFace(0))]', 'Union[GetFace(17), Intersection[Smile, EyesOpen]]', 'Complement(Union[GetFace(0), Complement(Smile)])', 'Union[GetFace(17), Intersection[Smile, EyesOpen, IsFace]]', 'Union[GetFace(17), Intersection[Smile, EyesOpen, MouthOpen]]', 'Map(Union[IsFace, IsText, IsObject(Chair)], Smile, GetNext)', 'Map(Union[IsFace, IsText, IsObject(Handbag)], Smile, GetNext)', 'Map(Union[IsFace, IsText, IsObject(Shoe)], Smile, GetNext)', 'Map(Union[IsText, Smile, IsObject(Chair)], Smile, GetNext)', 'Map(Union[IsText, Smile, IsObject(Handbag)], Smile, GetNext)', 'Map(Union[IsText, Smile, IsObject(Shoe)], Smile, GetNext)', 'Map(Union[IsText, MouthOpen, IsObject(Chair)], Smile, GetNext)', 'Map(Union[IsText, MouthOpen, IsObject(Handbag)], Smile, GetNext)', 'Map(Union[IsText, MouthOpen, IsObject(Shoe)], Smile, GetNext)', 'Intersection[Smile, Complement(Union[GetFace(0), IsText])]', 'Intersection[Smile, Complement(Union[GetFace(0), IsObject(Chair)])]', 'Intersection[Smile, Complement(Union[GetFace(0), IsObject(Handbag)])]', 'Intersection[Smile, Complement(Union[GetFace(0), IsObject(Person)])]', 'Intersection[Smile, Complement(Union[GetFace(0), IsObject(Shoe)])]', 'Intersection[Smile, Complement(Union[GetFace(0), IsObject(Suit)])]']",3,45,30.974547798978165,93505
"Intersection[Smile, EyesOpen]","['Intersection[Smile, Complement(GetFace(0))]', 'Complement(Union[GetFace(0), Complement(Smile)])', 'Intersection[Smile, Complement(Union[GetFace(0), IsText])]', 'Intersection[Smile, Complement(Union[GetFace(0), IsObject(Chair)])]', 'Intersection[Smile, Complement(Union[GetFace(0), IsObject(Coat)])]', 'Intersection[Smile, Complement(Union[GetFace(0), IsObject(Handbag)])]', 'Intersection[Smile, Complement(Union[GetFace(0), IsObject(Person)])]', 'Intersection[Smile, Complement(Union[GetFace(0), IsObject(Shoe)])]', 'Intersection[Smile, Complement(Union[GetFace(0), IsObject(Suit)])]', 'Intersection[Smile, Complement(Union[GetFace(0), IsObject(Tie)])]', 'Intersection[Smile, Complement(Map(IsObject(Tie), IsFace, GetAbove))]', 'Intersection[Smile, Complement(Map(IsObject(Tie), Smile, GetAbove))]', 'Intersection[Smile, Complement(Map(IsObject(Tie), MouthOpen, GetAbove))]', 'Intersection[Smile, Complement(Map(IsObject(Tie), IsFace, GetPrev))]', 'Intersection[Smile, Complement(Map(IsObject(Tie), Smile, GetPrev))]', 'Intersection[Smile, Complement(Map(IsObject(Tie), MouthOpen, GetPrev))]', 'Union[Intersection[Smile, EyesOpen], Map(IsFace, Smile, GetNext)]', 'Union[Intersection[Smile, EyesOpen], Map(Smile, Smile, GetNext)]', 'Union[Intersection[Smile, EyesOpen], Map(EyesOpen, Smile, GetNext)]', 'Union[Intersection[Smile, EyesOpen], Map(EyesOpen, MouthOpen, GetNext)]']",4,71,49.94864841795061,99663
"Intersection[IsFace, Complement(Intersection[Smile, EyesOpen])]","['IsFace', 'MouthOpen', 'Union[Smile, EyesOpen]', 'Union[Smile, GetFace(1)]', 'Union[EyesOpen, GetFace(0)]', 'Map(IsObject(Person), IsFace, GetAbove)', 'Map(IsObject(Person), MouthOpen, GetAbove)', 'Map(IsObject(Person), IsFace, GetBelow)', 'Map(IsObject(Person), MouthOpen, GetBelow)', 'Map(IsObject(Person), IsFace, GetContains)', 'Map(IsObject(Person), MouthOpen, GetContains)', 'Map(IsObject(Person), IsFace, GetNext)', 'Map(IsObject(Person), MouthOpen, GetNext)', 'Union[Smile, Intersection[EyesOpen, IsFace]]', 'Union[Smile, Intersection[EyesOpen, MouthOpen]]', 'Union[Smile, Intersection[MouthOpen, IsFace]]', 'Union[EyesOpen, Intersection[Smile, IsFace]]', 'Union[EyesOpen, Intersection[Smile, MouthOpen]]', 'Union[EyesOpen, Intersection[MouthOpen, IsFace]]', 'Union[MouthOpen, Intersection[IsFace, EyesOpen]]']",1,7,0.2662794340867549,1384
"Intersection[IsFace, Complement(Intersection[Smile, EyesOpen])]","['Union[GetFace(0), GetFace(1), GetFace(145)]', 'Union[GetFace(1), Intersection[IsFace, Complement(EyesOpen)]]', 'Intersection[IsFace, Complement(Map(IsObject(Building), EyesOpen, GetContains))]']",2,42,49.41215250501409,100001
"Intersection[Smile, EyesOpen, Complement(GetFace(8))]","['Intersection[IsFace, Complement(GetFace(8))]', 'Intersection[Smile, Complement(GetFace(8))]', 'Intersection[EyesOpen, Complement(GetFace(8))]', 'Intersection[MouthOpen, Complement(GetFace(8))]', 'Complement(Union[GetFace(8), Complement(IsFace)])', 'Complement(Union[GetFace(8), Complement(Smile)])', 'Complement(Union[GetFace(8), Complement(EyesOpen)])', 'Complement(Union[GetFace(8), Complement(MouthOpen)])', 'Union[GetFace(7), GetFace(48), GetFace(93)]', 'Map(Map(IsObject(Person), IsObject(Person), GetBelow), IsFace, GetPrev)', 'Map(Map(IsObject(Person), IsObject(Person), GetBelow), Smile, GetPrev)', 'Map(Map(IsObject(Person), IsObject(Person), GetBelow), EyesOpen, GetPrev)', 'Map(Map(IsObject(Person), IsObject(Person), GetBelow), MouthOpen, GetPrev)', 'Intersection[IsFace, Complement(Union[GetFace(8), IsObject(Coat)])]', 'Intersection[IsFace, Complement(Union[GetFace(8), IsObject(Necklace)])]', 'Intersection[IsFace, Complement(Union[GetFace(8), IsObject(Person)])]', 'Intersection[IsFace, Complement(Union[GetFace(8), IsObject(Suit)])]', 'Intersection[Smile, Complement(Union[GetFace(8), IsObject(Coat)])]', 'Intersection[Smile, Complement(Union[GetFace(8), IsObject(Necklace)])]', 'Intersection[Smile, Complement(Union[GetFace(8), IsObject(Person)])]']",1,17,16.01580702699721,65750
"Intersection[Smile, EyesOpen, Complement(GetFace(8))]","['Intersection[Smile, EyesOpen, Complement(GetFace(8))]', 'Union[GetFace(7), GetFace(48), GetFace(93)]', 'Map(Map(IsObject(Person), IsObject(Person), GetBelow), EyesOpen, GetPrev)']",2,24,33.46083004504908,100001
"Union[GetFace(8), Intersection[Smile, EyesOpen]]","['IsText', 'IsPrice', 'IsPhoneNumber', 'BelowAge(18)', 'Union[IsText, IsPrice]', 'Union[IsText, IsPhoneNumber]', 'Union[IsText, BelowAge(18)]', 'Union[IsPrice, IsPhoneNumber]', 'Union[IsPrice, BelowAge(18)]', 'Union[IsPhoneNumber, BelowAge(18)]', 'Intersection[IsFace, BelowAge(18)]', 'Intersection[IsText, IsPrice]', 'Intersection[IsText, IsPhoneNumber]', 'Intersection[IsPrice, IsPhoneNumber]', 'Intersection[Smile, EyesOpen]', 'Intersection[Smile, BelowAge(18)]', 'Intersection[EyesOpen, BelowAge(18)]', 'Intersection[MouthOpen, BelowAge(18)]', 'Intersection[IsObject(Person), IsObject(Suit)]', 'Intersection[IsObject(Person), IsObject(Tie)]']",1,7,0.040594476042315364,146
"Union[GetFace(8), Intersection[Smile, EyesOpen]]","['Intersection[Smile, EyesOpen]', 'Union[GetFace(48), GetFace(51)]', 'Intersection[Smile, Complement(GetFace(0))]', 'Intersection[EyesOpen, Complement(GetFace(1))]', 'Map(Union[IsText, EyesOpen], IsFace, GetNext)', 'Map(Union[IsFace, IsText], Smile, GetNext)', 'Map(Union[IsText, Smile], Smile, GetNext)', 'Map(Union[IsText, EyesOpen], Smile, GetNext)', 'Map(Union[IsText, MouthOpen], Smile, GetNext)', 'Map(Union[IsText, EyesOpen], EyesOpen, GetNext)', 'Map(Union[IsText, EyesOpen], MouthOpen, GetNext)', 'Union[GetFace(48), Intersection[Smile, EyesOpen]]', 'Union[GetFace(51), Intersection[Smile, EyesOpen]]', 'Complement(Union[GetFace(0), Complement(Smile)])', 'Complement(Union[GetFace(1), Complement(EyesOpen)])', 'Complement(Union[Complement(Smile), Complement(EyesOpen)])', 'Intersection[Smile, Map(IsObject(Person), EyesOpen, GetAbove)]', 'Intersection[Smile, Map(IsObject(Person), EyesOpen, GetBelow)]', 'Intersection[Smile, Map(IsObject(Person), EyesOpen, GetContains)]', 'Intersection[Smile, Map(IsObject(Person), EyesOpen, GetNext)]']",2,14,2.500787468976341,10468
"Union[GetFace(8), Intersection[Smile, EyesOpen]]","['Intersection[Smile, Complement(GetFace(0))]', 'Union[GetFace(17), Intersection[Smile, EyesOpen]]', 'Complement(Union[GetFace(0), Complement(Smile)])', 'Union[GetFace(17), Intersection[Smile, EyesOpen, IsFace]]', 'Union[GetFace(17), Intersection[Smile, EyesOpen, MouthOpen]]', 'Map(Union[IsFace, IsText, IsObject(Chair)], Smile, GetNext)', 'Map(Union[IsFace, IsText, IsObject(Handbag)], Smile, GetNext)', 'Map(Union[IsFace, IsText, IsObject(Shoe)], Smile, GetNext)', 'Map(Union[IsText, Smile, IsObject(Chair)], Smile, GetNext)', 'Map(Union[IsText, Smile, IsObject(Handbag)], Smile, GetNext)', 'Map(Union[IsText, Smile, IsObject(Shoe)], Smile, GetNext)', 'Map(Union[IsText, MouthOpen, IsObject(Chair)], Smile, GetNext)', 'Map(Union[IsText, MouthOpen, IsObject(Handbag)], Smile, GetNext)', 'Map(Union[IsText, MouthOpen, IsObject(Shoe)], Smile, GetNext)', 'Intersection[Smile, Complement(Union[GetFace(0), IsText])]', 'Intersection[Smile, Complement(Union[GetFace(0), IsObject(Chair)])]', 'Intersection[Smile, Complement(Union[GetFace(0), IsObject(Handbag)])]', 'Intersection[Smile, Complement(Union[GetFace(0), IsObject(Person)])]', 'Intersection[Smile, Complement(Union[GetFace(0), IsObject(Shoe)])]', 'Intersection[Smile, Complement(Union[GetFace(0), IsObject(Suit)])]']",3,45,32.982687833951786,93505
"Union[GetFace(8), Intersection[Smile, EyesOpen]]","['Intersection[Smile, Complement(GetFace(0))]', 'Complement(Union[GetFace(0), Complement(Smile)])', 'Intersection[Smile, Complement(Union[GetFace(0), IsText])]', 'Intersection[Smile, Complement(Union[GetFace(0), IsObject(Chair)])]', 'Intersection[Smile, Complement(Union[GetFace(0), IsObject(Coat)])]', 'Intersection[Smile, Complement(Union[GetFace(0), IsObject(Handbag)])]', 'Intersection[Smile, Complement(Union[GetFace(0), IsObject(Person)])]', 'Intersection[Smile, Complement(Union[GetFace(0), IsObject(Shoe)])]', 'Intersection[Smile, Complement(Union[GetFace(0), IsObject(Suit)])]', 'Intersection[Smile, Complement(Union[GetFace(0), IsObject(Tie)])]', 'Intersection[Smile, Complement(Map(IsObject(Tie), IsFace, GetAbove))]', 'Intersection[Smile, Complement(Map(IsObject(Tie), Smile, GetAbove))]', 'Intersection[Smile, Complement(Map(IsObject(Tie), MouthOpen, GetAbove))]', 'Intersection[Smile, Complement(Map(IsObject(Tie), IsFace, GetPrev))]', 'Intersection[Smile, Complement(Map(IsObject(Tie), Smile, GetPrev))]', 'Intersection[Smile, Complement(Map(IsObject(Tie), MouthOpen, GetPrev))]', 'Union[Intersection[Smile, EyesOpen], Map(IsFace, Smile, GetNext)]', 'Union[Intersection[Smile, EyesOpen], Map(Smile, Smile, GetNext)]', 'Union[Intersection[Smile, EyesOpen], Map(EyesOpen, Smile, GetNext)]', 'Union[Intersection[Smile, EyesOpen], Map(EyesOpen, MouthOpen, GetNext)]']",4,71,53.19879073405173,99663
"Union[Intersection[IsFace, Complement(Smile)], BelowAge(18)]","['EyesOpen', 'GetFace(1)', 'Map(IsFace, IsFace, GetNext)', 'Map(IsFace, EyesOpen, GetNext)', 'Map(IsFace, MouthOpen, GetNext)', 'Map(Smile, IsFace, GetNext)', 'Map(Smile, EyesOpen, GetNext)', 'Map(Smile, MouthOpen, GetNext)', 'Map(MouthOpen, IsFace, GetNext)', 'Map(MouthOpen, EyesOpen, GetNext)', 'Map(MouthOpen, MouthOpen, GetNext)', 'Intersection[IsFace, Complement(Smile)]', 'Intersection[MouthOpen, Complement(Smile)]', 'Map(IsObject(Person), EyesOpen, GetAbove)', 'Map(IsObject(Person), EyesOpen, GetBelow)', 'Map(IsObject(Person), EyesOpen, GetContains)', 'Map(IsObject(Tie), IsFace, GetNext)', 'Map(IsObject(Person), EyesOpen, GetNext)', 'Map(IsObject(Suit), EyesOpen, GetNext)', 'Map(IsObject(Tie), EyesOpen, GetNext)']",1,7,0.08673252002336085,592
"Union[Intersection[IsFace, Complement(Smile)], BelowAge(18)]","['GetFace(1)', 'Intersection[IsFace, Complement(Smile)]', 'Intersection[EyesOpen, Complement(Smile)]', 'Intersection[MouthOpen, Complement(Smile)]', 'Map(IsObject(Tie), IsFace, GetNext)', 'Map(IsObject(Suit), EyesOpen, GetNext)', 'Map(IsObject(Tie), EyesOpen, GetNext)', 'Map(IsObject(Tie), MouthOpen, GetNext)', 'Map(IsFace, GetFace(1), GetNext)', 'Map(Smile, GetFace(1), GetNext)', 'Map(MouthOpen, GetFace(1), GetNext)', 'Map(GetFace(0), IsFace, GetNext)', 'Map(GetFace(0), EyesOpen, GetNext)', 'Map(GetFace(0), MouthOpen, GetNext)', 'Map(IsObject(Person), GetFace(1), GetAbove)', 'Map(IsObject(Person), GetFace(1), GetBelow)', 'Map(IsObject(Person), GetFace(1), GetContains)', 'Map(IsObject(Person), GetFace(1), GetNext)', 'Map(IsObject(Suit), GetFace(1), GetNext)', 'Map(IsObject(Tie), GetFace(1), GetNext)']",2,12,0.2555094739655033,1687
"Union[Intersection[IsFace, Complement(Smile)], BelowAge(18)]","['GetFace(1)', 'Intersection[IsFace, Complement(Smile)]', 'Intersection[EyesOpen, Complement(Smile)]', 'Intersection[MouthOpen, Complement(Smile)]', 'Intersection[EyesOpen, MouthOpen, Complement(Smile)]', 'Map(IsObject(Person), GetFace(1), GetAbove)', 'Map(IsObject(Person), GetFace(1), GetBelow)', 'Map(IsObject(Person), GetFace(1), GetContains)', 'Map(IsObject(Person), GetFace(1), GetNext)', 'Complement(Union[Smile, Complement(IsFace)])', 'Complement(Union[Smile, Complement(EyesOpen)])', 'Complement(Union[Smile, Complement(MouthOpen)])', 'Map(Complement(IsFace), GetFace(1), GetAbove)', 'Map(Complement(Smile), GetFace(1), GetAbove)', 'Map(Complement(EyesOpen), GetFace(1), GetAbove)', 'Map(Complement(MouthOpen), GetFace(1), GetAbove)', 'Map(Complement(IsFace), GetFace(1), GetBelow)', 'Map(Complement(Smile), GetFace(1), GetBelow)', 'Map(Complement(EyesOpen), GetFace(1), GetBelow)', 'Map(Complement(MouthOpen), GetFace(1), GetBelow)']",3,22,0.9776114370906726,4010
"Union[Intersection[IsFace, Complement(Smile)], BelowAge(18)]","['Union[GetFace(1), GetFace(248)]', 'Intersection[IsFace, Complement(Smile), Complement(GetFace(266))]', 'Intersection[EyesOpen, Complement(Smile), Complement(GetFace(266))]', 'Intersection[MouthOpen, Complement(Smile), Complement(GetFace(266))]', 'Union[GetFace(1), Intersection[IsFace, GetFace(248)]]', 'Union[GetFace(1), Intersection[EyesOpen, GetFace(248)]]', 'Union[GetFace(1), Intersection[MouthOpen, GetFace(248)]]', 'Union[GetFace(248), Intersection[IsFace, GetFace(1)]]', 'Union[GetFace(248), Intersection[EyesOpen, GetFace(1)]]', 'Union[GetFace(248), Intersection[MouthOpen, GetFace(1)]]', 'Complement(Union[Smile, GetFace(266), Complement(IsFace)])', 'Complement(Union[Smile, GetFace(266), Complement(EyesOpen)])', 'Complement(Union[Smile, GetFace(266), Complement(MouthOpen)])', 'Intersection[IsFace, Complement(Union[GetFace(266), Smile])]', 'Intersection[EyesOpen, Complement(Union[GetFace(266), Smile])]', 'Intersection[MouthOpen, Complement(Union[GetFace(266), Smile])]']",4,47,39.83169900404755,100001
