Ground Truth Program,Extracted Program,Round,# Objects,FTA Construction Time,# Enumerated Programs
"Intersection[IsFace, Complement(Intersection[Smile, EyesOpen])]","['Union[GetFace(0), GetFace(1), GetFace(145)]', 'Union[GetFace(0), Intersection[IsFace, Complement(Smile)]]', 'Union[GetFace(1), Intersection[IsFace, Complement(EyesOpen)]]', 'Complement(Union[Complement(IsFace), Intersection[EyesOpen, Smile]])', 'Intersection[IsFace, Complement(Map(IsObject(Building), Smile, GetContains))]', 'Intersection[IsFace, Complement(Map(IsObject(Building), EyesOpen, GetContains))]']",2,42,38.239339522086084,100001
"Intersection[IsFace, Complement(Intersection[Smile, EyesOpen])]","['Union[GetFace(0), Intersection[IsFace, Complement(Smile)]]', 'Union[GetFace(1), Intersection[IsFace, Complement(EyesOpen)]]', 'Complement(Union[Complement(IsFace), Intersection[EyesOpen, Smile]])']",3,62,41.13641534000635,100001
"Intersection[Smile, EyesOpen, Complement(GetFace(8))]","['Intersection[IsFace, Complement(GetFace(8))]', 'Intersection[Smile, Complement(GetFace(8))]', 'Intersection[EyesOpen, Complement(GetFace(8))]', 'Intersection[MouthOpen, Complement(GetFace(8))]', 'Complement(Union[GetFace(8), Complement(IsFace)])', 'Complement(Union[GetFace(8), Complement(Smile)])', 'Complement(Union[GetFace(8), Complement(EyesOpen)])', 'Complement(Union[GetFace(8), Complement(MouthOpen)])', 'Union[GetFace(7), GetFace(48), GetFace(93)]', 'Map(Map(IsObject(Person), IsObject(Person), GetBelow), IsFace, GetPrev)', 'Map(Map(IsObject(Person), IsObject(Person), GetBelow), Smile, GetPrev)', 'Map(Map(IsObject(Person), IsObject(Person), GetBelow), EyesOpen, GetPrev)', 'Map(Map(IsObject(Person), IsObject(Person), GetBelow), MouthOpen, GetPrev)', 'Intersection[IsFace, Complement(Union[GetFace(8), IsObject(Coat)])]', 'Intersection[IsFace, Complement(Union[GetFace(8), IsObject(Necklace)])]', 'Intersection[IsFace, Complement(Union[GetFace(8), IsObject(Person)])]', 'Intersection[IsFace, Complement(Union[GetFace(8), IsObject(Suit)])]', 'Intersection[Smile, Complement(Union[GetFace(8), IsObject(Coat)])]', 'Intersection[Smile, Complement(Union[GetFace(8), IsObject(Necklace)])]', 'Intersection[Smile, Complement(Union[GetFace(8), IsObject(Person)])]']",1,17,15.717627829988487,65750
"Intersection[Smile, EyesOpen, Complement(GetFace(8))]","['Intersection[Smile, EyesOpen, Complement(GetFace(8))]', 'Union[GetFace(7), GetFace(48), GetFace(93)]', 'Map(Map(IsObject(Person), IsObject(Person), GetBelow), EyesOpen, GetPrev)']",2,24,31.35090280289296,100001
"Union[GetFace(8), Intersection[Smile, EyesOpen]]","['IsText', 'IsPrice', 'IsPhoneNumber', 'BelowAge(18)', 'Union[IsText, IsPrice]', 'Union[IsText, IsPhoneNumber]', 'Union[IsText, BelowAge(18)]', 'Union[IsPrice, IsPhoneNumber]', 'Union[IsPrice, BelowAge(18)]', 'Union[IsPhoneNumber, BelowAge(18)]', 'Intersection[IsFace, BelowAge(18)]', 'Intersection[IsText, IsPrice]', 'Intersection[IsText, IsPhoneNumber]', 'Intersection[IsPrice, IsPhoneNumber]', 'Intersection[Smile, EyesOpen]', 'Intersection[Smile, BelowAge(18)]', 'Intersection[EyesOpen, BelowAge(18)]', 'Intersection[MouthOpen, BelowAge(18)]', 'Intersection[IsObject(Person), IsObject(Suit)]', 'Intersection[IsObject(Person), IsObject(Tie)]']",1,7,0.025552388979122043,146
"Union[GetFace(8), Intersection[Smile, EyesOpen]]","['Intersection[Smile, EyesOpen]', 'Union[GetFace(48), GetFace(51)]', 'Intersection[Smile, Complement(GetFace(0))]', 'Intersection[EyesOpen, Complement(GetFace(1))]', 'Map(Union[IsText, EyesOpen], IsFace, GetNext)', 'Map(Union[IsFace, IsText], Smile, GetNext)', 'Map(Union[IsText, Smile], Smile, GetNext)', 'Map(Union[IsText, EyesOpen], Smile, GetNext)', 'Map(Union[IsText, MouthOpen], Smile, GetNext)', 'Map(Union[IsText, EyesOpen], EyesOpen, GetNext)', 'Map(Union[IsText, EyesOpen], MouthOpen, GetNext)', 'Union[GetFace(48), Intersection[Smile, EyesOpen]]', 'Union[GetFace(51), Intersection[Smile, EyesOpen]]', 'Complement(Union[GetFace(0), Complement(Smile)])', 'Complement(Union[GetFace(1), Complement(EyesOpen)])', 'Complement(Union[Complement(Smile), Complement(EyesOpen)])', 'Intersection[Smile, Map(IsObject(Person), EyesOpen, GetAbove)]', 'Intersection[Smile, Map(IsObject(Person), EyesOpen, GetBelow)]', 'Intersection[Smile, Map(IsObject(Person), EyesOpen, GetContains)]', 'Intersection[Smile, Map(IsObject(Person), EyesOpen, GetNext)]']",2,14,2.1648018690757453,10468
"Union[GetFace(8), Intersection[Smile, EyesOpen]]","['Intersection[Smile, EyesOpen]', 'Intersection[Smile, Complement(GetFace(0))]', 'Union[GetFace(12), Intersection[Smile, EyesOpen]]', 'Union[GetFace(13), Intersection[Smile, EyesOpen]]', 'Union[GetFace(14), Intersection[Smile, EyesOpen]]', 'Union[GetFace(15), Intersection[Smile, EyesOpen]]', 'Union[GetFace(16), Intersection[Smile, EyesOpen]]', 'Union[GetFace(17), Intersection[Smile, EyesOpen]]', 'Union[GetFace(19), Intersection[Smile, EyesOpen]]', 'Union[GetFace(48), Intersection[Smile, EyesOpen]]', 'Union[GetFace(51), Intersection[Smile, EyesOpen]]', 'Intersection[EyesOpen, MouthOpen, Complement(GetFace(1))]', 'Complement(Union[GetFace(0), Complement(Smile)])', 'Complement(Union[Complement(Smile), Complement(EyesOpen)])', 'Union[GetFace(12), Intersection[Smile, EyesOpen, IsFace]]', 'Union[GetFace(12), Intersection[Smile, EyesOpen, MouthOpen]]', 'Union[GetFace(13), Intersection[Smile, EyesOpen, IsFace]]', 'Union[GetFace(13), Intersection[Smile, EyesOpen, MouthOpen]]', 'Union[GetFace(14), Intersection[Smile, EyesOpen, IsFace]]', 'Union[GetFace(14), Intersection[Smile, EyesOpen, MouthOpen]]']",3,45,10.6340178999817,37779
"Union[GetFace(8), Intersection[Smile, EyesOpen]]","['Intersection[Smile, Complement(GetFace(0))]', 'Union[GetFace(8), Intersection[Smile, EyesOpen]]', 'Complement(Union[GetFace(0), Complement(Smile)])', 'Union[GetFace(8), Intersection[Smile, EyesOpen, IsFace]]', 'Intersection[Smile, Complement(Union[GetFace(0), IsText])]', 'Intersection[Smile, Complement(Union[GetFace(0), IsObject(Chair)])]', 'Intersection[Smile, Complement(Union[GetFace(0), IsObject(Handbag)])]', 'Intersection[Smile, Complement(Union[GetFace(0), IsObject(Person)])]', 'Intersection[Smile, Complement(Union[GetFace(0), IsObject(Shoe)])]', 'Intersection[Smile, Complement(Union[GetFace(0), IsObject(Suit)])]', 'Intersection[Smile, Complement(Union[GetFace(0), IsObject(Tie)])]', 'Intersection[Smile, Complement(Map(IsObject(Tie), IsFace, GetAbove))]', 'Intersection[Smile, Complement(Map(IsObject(Tie), Smile, GetAbove))]', 'Intersection[Smile, Complement(Map(IsObject(Tie), MouthOpen, GetAbove))]', 'Intersection[Smile, Complement(Map(IsObject(Tie), IsFace, GetPrev))]', 'Intersection[Smile, Complement(Map(IsObject(Tie), Smile, GetPrev))]', 'Intersection[Smile, Complement(Map(IsObject(Tie), MouthOpen, GetPrev))]', 'Union[Intersection[Smile, EyesOpen], Map(IsFace, Smile, GetNext)]', 'Union[Intersection[Smile, EyesOpen], Map(Smile, Smile, GetNext)]', 'Union[Intersection[Smile, EyesOpen], Map(EyesOpen, Smile, GetNext)]']",4,52,27.910367719945498,83216
"Union[GetFace(8), Intersection[Smile, EyesOpen]]","['Union[GetFace(8), Intersection[Smile, EyesOpen]]', 'Union[BelowAge(18), GetFace(8), Intersection[Smile, EyesOpen]]', 'Union[GetFace(8), Intersection[Smile, EyesOpen, IsFace]]']",5,66,34.508066204958595,100001
"Union[GetFace(8), Intersection[Smile, EyesOpen]]","['Union[GetFace(8), Intersection[Smile, EyesOpen]]', 'Union[GetFace(8), Intersection[Smile, EyesOpen, IsFace]]']",6,76,37.224272744962946,100001
"Union[GetFace(8), Intersection[Smile, EyesOpen]]","['Union[GetFace(8), Intersection[Smile, EyesOpen]]', 'Union[GetFace(8), Intersection[Smile, EyesOpen, IsFace]]']",7,81,39.07533826492727,100001
"Union[Intersection[IsFace, Complement(Smile)], BelowAge(18)]","['EyesOpen', 'GetFace(1)', 'Map(IsFace, IsFace, GetNext)', 'Map(IsFace, EyesOpen, GetNext)', 'Map(IsFace, MouthOpen, GetNext)', 'Map(Smile, IsFace, GetNext)', 'Map(Smile, EyesOpen, GetNext)', 'Map(Smile, MouthOpen, GetNext)', 'Map(MouthOpen, IsFace, GetNext)', 'Map(MouthOpen, EyesOpen, GetNext)', 'Map(MouthOpen, MouthOpen, GetNext)', 'Intersection[IsFace, Complement(Smile)]', 'Intersection[MouthOpen, Complement(Smile)]', 'Map(IsObject(Person), EyesOpen, GetAbove)', 'Map(IsObject(Person), EyesOpen, GetBelow)', 'Map(IsObject(Person), EyesOpen, GetContains)', 'Map(IsObject(Tie), IsFace, GetNext)', 'Map(IsObject(Person), EyesOpen, GetNext)', 'Map(IsObject(Suit), EyesOpen, GetNext)', 'Map(IsObject(Tie), EyesOpen, GetNext)']",1,7,0.08830555900931358,592
"Union[Intersection[IsFace, Complement(Smile)], BelowAge(18)]","['GetFace(1)', 'Intersection[IsFace, Complement(Smile)]', 'Intersection[EyesOpen, Complement(Smile)]', 'Intersection[MouthOpen, Complement(Smile)]', 'Map(IsObject(Tie), IsFace, GetNext)', 'Map(IsObject(Suit), EyesOpen, GetNext)', 'Map(IsObject(Tie), EyesOpen, GetNext)', 'Map(IsObject(Tie), MouthOpen, GetNext)', 'Map(IsFace, GetFace(1), GetNext)', 'Map(Smile, GetFace(1), GetNext)', 'Map(MouthOpen, GetFace(1), GetNext)', 'Map(GetFace(0), IsFace, GetNext)', 'Map(GetFace(0), EyesOpen, GetNext)', 'Map(GetFace(0), MouthOpen, GetNext)', 'Map(IsObject(Person), GetFace(1), GetAbove)', 'Map(IsObject(Person), GetFace(1), GetBelow)', 'Map(IsObject(Person), GetFace(1), GetContains)', 'Map(IsObject(Person), GetFace(1), GetNext)', 'Map(IsObject(Suit), GetFace(1), GetNext)', 'Map(IsObject(Tie), GetFace(1), GetNext)']",2,12,0.25420660397503525,1687
"Union[Intersection[IsFace, Complement(Smile)], BelowAge(18)]","['GetFace(1)', 'Intersection[IsFace, Complement(Smile)]', 'Intersection[EyesOpen, Complement(Smile)]', 'Intersection[MouthOpen, Complement(Smile)]', 'Map(IsObject(Person), GetFace(1), GetAbove)', 'Map(IsObject(Person), GetFace(1), GetBelow)', 'Map(IsObject(Person), GetFace(1), GetContains)', 'Map(IsObject(Person), GetFace(1), GetNext)', 'Complement(Union[Smile, Complement(IsFace)])', 'Complement(Union[Smile, Complement(EyesOpen)])', 'Complement(Union[Smile, Complement(MouthOpen)])', 'Map(Complement(IsFace), GetFace(1), GetAbove)', 'Map(Complement(Smile), GetFace(1), GetAbove)', 'Map(Complement(EyesOpen), GetFace(1), GetAbove)', 'Map(Complement(MouthOpen), GetFace(1), GetAbove)', 'Map(Complement(IsFace), GetFace(1), GetBelow)', 'Map(Complement(Smile), GetFace(1), GetBelow)', 'Map(Complement(EyesOpen), GetFace(1), GetBelow)', 'Map(Complement(MouthOpen), GetFace(1), GetBelow)', 'Map(Complement(IsFace), GetFace(1), GetNext)']",3,22,0.9541223680134863,4006
"Union[Intersection[IsFace, Complement(Smile)], BelowAge(18)]","['Intersection[IsFace, Complement(Smile)]', 'Intersection[EyesOpen, Complement(Smile)]', 'Intersection[MouthOpen, Complement(Smile)]', 'Union[GetFace(1), GetFace(248)]', 'Complement(Union[Smile, Complement(IsFace)])', 'Complement(Union[Smile, Complement(EyesOpen)])', 'Complement(Union[Smile, Complement(MouthOpen)])', 'Intersection[IsFace, Complement(Union[IsObject(Necklace), Smile])]', 'Intersection[IsFace, Complement(Union[IsObject(Person), Smile])]', 'Intersection[IsFace, Complement(Union[IsObject(Suit), Smile])]', 'Intersection[IsFace, Complement(Union[IsObject(Tie), Smile])]', 'Intersection[EyesOpen, Complement(Union[IsObject(Necklace), Smile])]', 'Intersection[EyesOpen, Complement(Union[IsObject(Person), Smile])]', 'Intersection[EyesOpen, Complement(Union[IsObject(Suit), Smile])]', 'Intersection[EyesOpen, Complement(Union[IsObject(Tie), Smile])]', 'Intersection[MouthOpen, Complement(Union[IsObject(Necklace), Smile])]', 'Intersection[MouthOpen, Complement(Union[IsObject(Person), Smile])]', 'Intersection[MouthOpen, Complement(Union[IsObject(Suit), Smile])]', 'Intersection[MouthOpen, Complement(Union[IsObject(Tie), Smile])]', 'Union[GetFace(1), Intersection[IsFace, GetFace(248)]]']",4,47,10.317135719000362,33525
"Union[Intersection[IsFace, Complement(Smile)], BelowAge(18)]","['Union[BelowAge(18), Intersection[IsFace, Complement(Smile)]]', 'Union[GetFace(144), Intersection[IsFace, Complement(Smile)]]']",5,82,42.728882811032236,100001
